UDI,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Failure Type,Difference temperature [K],Power
7684,L,300.7,311.7,1524,43.5,222,0,No Failure,11.0,66294.0
7685,M,300.7,311.8,1407,42.4,224,0,No Failure,11.100000000000023,59656.799999999996
7686,L,300.8,311.7,1397,43.5,227,0,No Failure,10.899999999999977,60769.5
7687,M,300.7,311.7,1504,36.9,229,0,No Failure,11.0,55497.6
7688,M,300.7,311.7,2097,18.9,232,1,Tool Wear Failure,11.0,39633.299999999996
7689,L,300.6,311.7,1553,39.8,0,0,No Failure,11.099999999999966,61809.399999999994
7690,L,300.6,311.7,1432,39.2,2,0,No Failure,11.099999999999966,56134.4
7691,M,300.5,311.6,1577,36.5,4,0,No Failure,11.100000000000023,57560.5
7692,M,300.5,311.5,1370,56.1,7,0,No Failure,11.0,76857.0
7693,H,300.5,311.6,1506,36.2,10,0,No Failure,11.100000000000023,54517.200000000004
7694,L,300.6,311.6,1964,21.4,15,0,No Failure,11.0,42029.6
7695,H,300.6,311.7,1500,36.7,17,0,No Failure,11.099999999999966,55050.00000000001
7696,L,300.6,311.7,1488,47.7,22,0,No Failure,11.099999999999966,70977.6
7697,H,300.6,311.5,1282,60.2,24,0,No Failure,10.899999999999977,77176.40000000001
7698,L,300.5,311.4,1400,45.1,29,0,No Failure,10.899999999999977,63140.0
7699,L,300.6,311.5,1419,38.6,31,0,No Failure,10.899999999999977,54773.4
7700,M,300.7,311.5,1441,40.6,33,0,No Failure,10.800000000000011,58504.6
7701,M,300.7,311.6,1348,62.5,36,0,No Failure,10.900000000000034,84250.0
7702,H,300.8,311.7,1468,38.7,39,0,No Failure,10.899999999999977,56811.600000000006
7703,M,300.7,311.7,1701,30.8,44,0,No Failure,11.0,52390.8
7704,H,300.7,311.7,1864,23.6,47,0,No Failure,11.0,43990.4
7705,M,300.6,311.6,1630,31.8,52,0,No Failure,11.0,51834.0
7706,L,300.5,311.5,1316,49.7,55,0,No Failure,11.0,65405.200000000004
7707,L,300.5,311.5,1708,31.2,57,0,No Failure,11.0,53289.6
7708,H,300.5,311.4,1679,27.5,59,0,No Failure,10.899999999999977,46172.5
7709,L,300.5,311.4,1709,32.3,64,0,No Failure,10.899999999999977,55200.7
7710,L,300.5,311.4,1445,41.5,66,0,No Failure,10.899999999999977,59967.5
7711,M,300.5,311.4,1390,51.9,68,0,No Failure,10.899999999999977,72141.0
7712,L,300.4,311.4,1309,55.5,71,0,No Failure,11.0,72649.5
7713,L,300.5,311.5,1499,37.6,73,0,No Failure,11.0,56362.4
7714,M,300.5,311.4,2072,18.8,75,0,No Failure,10.899999999999977,38953.6
7715,L,300.5,311.5,1487,43.0,78,0,No Failure,11.0,63941.0
7716,L,300.5,311.5,1302,49.6,80,0,No Failure,11.0,64579.200000000004
7717,M,300.5,311.5,1378,48.2,82,0,No Failure,11.0,66419.6
7718,L,300.5,311.6,1365,53.0,85,0,No Failure,11.100000000000023,72345.0
7719,H,300.6,311.7,1427,44.6,87,0,No Failure,11.099999999999966,63644.200000000004
7720,H,300.6,311.7,1535,33.3,92,0,No Failure,11.099999999999966,51115.49999999999
7721,H,300.5,311.6,1476,41.7,97,0,No Failure,11.100000000000023,61549.200000000004
7722,L,300.5,311.6,1425,42.4,102,0,No Failure,11.100000000000023,60420.0
7723,L,300.5,311.7,1409,54.7,104,0,No Failure,11.199999999999989,77072.3
7724,L,300.5,311.6,1730,30.2,106,0,No Failure,11.100000000000023,52246.0
7725,M,300.5,311.6,1454,41.4,108,0,No Failure,11.100000000000023,60195.6
7726,L,300.6,311.7,1744,26.9,111,0,No Failure,11.099999999999966,46913.6
7727,M,300.8,311.9,1761,29.0,113,0,No Failure,11.099999999999966,51069.0
7728,M,300.7,311.9,1657,30.9,116,0,No Failure,11.199999999999989,51201.299999999996
7729,L,300.7,311.8,1420,47.0,119,0,No Failure,11.100000000000023,66740.0
7730,H,300.7,311.9,1329,59.2,121,0,No Failure,11.199999999999989,78676.8
7731,L,300.6,311.9,1472,44.2,126,0,No Failure,11.299999999999955,65062.4
7732,L,300.6,312.0,1566,30.1,128,0,No Failure,11.399999999999977,47136.600000000006
7733,L,300.6,312.0,1430,42.7,130,0,No Failure,11.399999999999977,61061.00000000001
7734,L,300.6,312.0,1481,40.9,132,0,No Failure,11.399999999999977,60572.9
7735,L,300.6,312.0,1670,29.4,134,0,No Failure,11.399999999999977,49098.0
7736,L,300.6,312.0,1406,55.1,136,0,No Failure,11.399999999999977,77470.6
7737,H,300.6,312.1,1354,46.9,138,0,No Failure,11.5,63502.6
7738,M,300.5,312.0,1985,19.3,143,0,No Failure,11.5,38310.5
7739,M,300.5,312.0,1263,60.8,146,0,No Failure,11.5,76790.4
7740,L,300.5,311.9,1576,31.1,149,0,No Failure,11.399999999999977,49013.600000000006
7741,L,300.5,312.0,1453,45.1,151,0,No Failure,11.5,65530.3
7742,L,300.5,312.0,1478,39.0,153,0,No Failure,11.5,57642.0
7743,M,300.5,311.9,1323,57.9,155,0,No Failure,11.399999999999977,76601.7
7744,L,300.5,311.9,1710,28.4,158,0,No Failure,11.399999999999977,48564.0
7745,L,300.4,311.7,1314,59.5,160,0,No Failure,11.300000000000011,78183.0
7746,L,300.4,311.7,1460,39.6,162,0,No Failure,11.300000000000011,57816.0
7747,M,300.4,311.7,1508,45.4,164,0,No Failure,11.300000000000011,68463.2
7748,M,300.5,311.8,1331,55.3,167,0,No Failure,11.300000000000011,73604.3
7749,L,300.4,311.7,1515,47.4,170,0,No Failure,11.300000000000011,71811.0
7750,L,300.4,311.6,1674,33.0,172,0,No Failure,11.200000000000045,55242.0
7751,L,300.4,311.7,1444,51.2,174,0,No Failure,11.300000000000011,73932.8
7752,M,300.4,311.7,1398,42.6,176,0,No Failure,11.300000000000011,59554.8
7753,M,300.4,311.7,1832,24.2,179,0,No Failure,11.300000000000011,44334.4
7754,M,300.5,311.8,1591,42.0,182,0,No Failure,11.300000000000011,66822.0
7755,M,300.4,311.7,1478,39.9,185,0,No Failure,11.300000000000011,58972.2
7756,M,300.4,311.8,1362,47.6,188,0,No Failure,11.400000000000034,64831.200000000004
7757,L,300.5,311.8,1368,57.9,191,1,Overstrain Failure,11.300000000000011,79207.2
7758,M,300.3,311.7,1723,28.3,193,0,No Failure,11.399999999999977,48760.9
7759,L,300.4,311.8,1689,30.8,196,0,No Failure,11.400000000000034,52021.200000000004
7760,L,300.4,311.8,1272,59.2,198,1,Overstrain Failure,11.400000000000034,75302.40000000001
7761,M,300.4,311.7,1511,33.0,200,0,No Failure,11.300000000000011,49863.0
7762,H,300.4,311.6,1715,30.8,203,0,No Failure,11.200000000000045,52822.0
7763,M,300.3,311.5,1400,43.8,0,0,No Failure,11.199999999999989,61319.99999999999
7764,L,300.4,311.6,1200,76.6,3,1,Power Failure,11.200000000000045,91920.0
7765,M,300.4,311.7,1555,38.7,5,0,No Failure,11.300000000000011,60178.50000000001
7766,H,300.3,311.6,1427,56.2,8,0,No Failure,11.300000000000011,80197.40000000001
7767,L,300.3,311.4,1318,52.7,13,0,No Failure,11.099999999999966,69458.6
7768,H,300.2,311.4,1319,54.6,15,0,No Failure,11.199999999999989,72017.40000000001
7769,M,300.2,311.4,1960,20.9,20,0,No Failure,11.199999999999989,40964.0
7770,L,300.3,311.5,1552,38.9,23,0,No Failure,11.199999999999989,60372.799999999996
7771,L,300.3,311.5,1548,32.2,25,0,No Failure,11.199999999999989,49845.600000000006
7772,L,300.3,311.6,1709,29.5,27,0,No Failure,11.300000000000011,50415.5
7773,H,300.3,311.5,1464,41.0,29,0,No Failure,11.199999999999989,60024.0
7774,L,300.3,311.4,1759,24.8,34,0,No Failure,11.099999999999966,43623.200000000004
7775,L,300.3,311.5,1634,31.9,36,0,No Failure,11.199999999999989,52124.6
7776,L,300.3,311.5,1663,33.6,38,0,No Failure,11.199999999999989,55876.8
7777,M,300.3,311.5,1445,47.3,40,0,No Failure,11.199999999999989,68348.5
7778,L,300.3,311.5,1695,25.6,43,0,No Failure,11.199999999999989,43392.0
7779,L,300.4,311.6,1517,39.0,45,0,No Failure,11.200000000000045,59163.0
7780,L,300.5,311.7,1811,26.8,47,0,No Failure,11.199999999999989,48534.8
7781,L,300.4,311.6,1815,23.5,49,0,No Failure,11.200000000000045,42652.5
7782,L,300.4,311.7,1513,40.0,51,0,No Failure,11.300000000000011,60520.0
7783,M,300.4,311.6,1518,36.4,53,0,No Failure,11.200000000000045,55255.2
7784,L,300.3,311.5,1667,28.8,56,0,No Failure,11.199999999999989,48009.6
7785,L,300.3,311.5,1403,60.1,58,0,No Failure,11.199999999999989,84320.3
7786,L,300.2,311.5,1383,42.1,60,0,No Failure,11.300000000000011,58224.3
7787,L,300.3,311.5,1466,46.2,62,0,No Failure,11.199999999999989,67729.2
7788,L,300.3,311.5,1378,47.5,64,0,No Failure,11.199999999999989,65455.0
7789,M,300.2,311.5,1547,40.9,66,0,No Failure,11.300000000000011,63272.299999999996
7790,L,300.2,311.5,1495,38.5,69,0,No Failure,11.300000000000011,57557.5
7791,L,300.1,311.4,1729,29.3,71,0,No Failure,11.299999999999955,50659.700000000004
7792,L,300.1,311.4,1418,47.7,73,0,No Failure,11.299999999999955,67638.6
7793,H,300.1,311.4,1485,40.4,75,0,No Failure,11.299999999999955,59994.0
7794,L,300.1,311.5,1434,40.8,80,0,No Failure,11.399999999999977,58507.2
7795,M,300.2,311.6,1415,55.8,82,0,No Failure,11.400000000000034,78957.0
7796,H,300.1,311.6,1674,29.6,85,0,No Failure,11.5,49550.4
7797,L,300.1,311.5,1454,52.4,90,0,No Failure,11.399999999999977,76189.59999999999
7798,L,300.0,311.4,1476,39.0,92,0,No Failure,11.399999999999977,57564.0
7799,L,300.0,311.5,1812,28.3,94,0,No Failure,11.5,51279.6
7800,L,300.0,311.4,1374,41.9,96,0,No Failure,11.399999999999977,57570.6
7801,M,300.1,311.4,1524,40.6,98,0,No Failure,11.299999999999955,61874.4
7802,L,300.0,311.4,1383,49.6,101,0,No Failure,11.399999999999977,68596.8
7803,L,299.9,311.3,1429,58.2,103,0,No Failure,11.400000000000034,83167.8
7804,M,299.8,311.3,1517,41.2,105,0,No Failure,11.5,62500.4
7805,M,299.9,311.4,1480,44.9,108,0,No Failure,11.5,66452.0
7806,L,299.9,311.4,1706,28.8,111,0,No Failure,11.5,49132.8
7807,L,300.0,311.5,1349,48.6,113,0,No Failure,11.5,65561.40000000001
7808,M,300.0,311.5,1451,49.0,115,0,No Failure,11.5,71099.0
7809,L,299.9,311.4,1627,36.7,118,0,No Failure,11.5,59710.9
7810,M,300.0,311.4,1537,35.4,120,0,No Failure,11.399999999999977,54409.799999999996
7811,L,300.1,311.5,2218,17.0,123,0,No Failure,11.399999999999977,37706.0
7812,M,300.0,311.4,1466,39.0,125,0,No Failure,11.399999999999977,57174.0
7813,L,300.0,311.5,1666,32.0,128,0,No Failure,11.5,53312.0
7814,L,300.0,311.5,1455,41.7,130,0,No Failure,11.5,60673.50000000001
7815,L,300.0,311.4,1927,24.6,132,0,No Failure,11.399999999999977,47404.200000000004
7816,M,299.9,311.3,1703,28.4,134,0,No Failure,11.400000000000034,48365.2
7817,L,299.8,311.2,1533,35.9,137,0,No Failure,11.399999999999977,55034.7
7818,H,299.8,311.3,1785,25.4,139,0,No Failure,11.5,45339.0
7819,L,299.8,311.2,2142,16.6,144,0,No Failure,11.399999999999977,35557.200000000004
7820,L,299.8,311.2,1369,46.2,146,0,No Failure,11.399999999999977,63247.8
7821,M,299.8,311.2,1706,29.2,148,0,No Failure,11.399999999999977,49815.2
7822,L,299.9,311.3,1802,24.4,151,0,No Failure,11.400000000000034,43968.799999999996
7823,H,299.9,311.3,1413,41.8,153,0,No Failure,11.400000000000034,59063.399999999994
7824,L,300.0,311.3,1484,53.2,158,0,No Failure,11.300000000000011,78948.8
7825,L,299.9,311.3,1535,38.1,160,0,No Failure,11.400000000000034,58483.5
7826,M,299.9,311.2,1579,35.5,162,0,No Failure,11.300000000000011,56054.5
7827,L,299.8,311.1,1300,64.2,165,0,No Failure,11.300000000000011,83460.0
7828,M,299.8,311.1,1452,44.3,167,0,No Failure,11.300000000000011,64323.6
7829,M,299.8,311.1,1562,35.7,170,0,No Failure,11.300000000000011,55763.4
7830,L,299.8,311.2,1664,28.3,173,0,No Failure,11.399999999999977,47091.200000000004
7831,H,299.9,311.2,1495,35.8,175,0,No Failure,11.300000000000011,53520.99999999999
7832,M,300.0,311.4,1533,42.6,180,0,No Failure,11.399999999999977,65305.8
7833,L,300.0,311.4,1484,37.0,183,0,No Failure,11.399999999999977,54908.0
7834,L,300.0,311.4,1604,38.7,185,0,No Failure,11.399999999999977,62074.8
7835,L,300.0,311.4,1483,45.6,187,0,No Failure,11.399999999999977,67624.8
7836,L,300.1,311.5,1549,34.7,189,0,No Failure,11.399999999999977,53750.3
7837,L,300.1,311.4,1604,35.0,191,0,No Failure,11.299999999999955,56140.0
7838,L,300.2,311.5,1685,31.0,193,0,No Failure,11.300000000000011,52235.0
7839,L,300.2,311.6,1372,49.2,195,0,No Failure,11.400000000000034,67502.40000000001
7840,L,300.3,311.6,1374,47.4,197,0,No Failure,11.300000000000011,65127.6
7841,L,300.2,311.6,1606,31.0,199,0,No Failure,11.400000000000034,49786.0
7842,L,300.1,311.5,1471,47.2,201,0,No Failure,11.399999999999977,69431.2
7843,L,300.1,311.5,1659,31.1,203,0,No Failure,11.399999999999977,51594.9
7844,M,300.1,311.7,1400,48.5,205,0,No Failure,11.599999999999966,67900.0
7845,L,300.1,311.7,1503,42.6,208,0,No Failure,11.599999999999966,64027.8
7846,L,300.2,311.8,1798,23.2,210,0,No Failure,11.600000000000023,41713.6
7847,M,300.2,311.6,1608,35.0,212,0,No Failure,11.400000000000034,56280.0
7848,L,300.2,311.6,1322,50.9,215,0,No Failure,11.400000000000034,67289.8
7849,H,300.2,311.6,1547,37.7,217,0,No Failure,11.400000000000034,58321.9
7850,M,300.3,311.7,1374,47.9,222,1,Tool Wear Failure,11.399999999999977,65814.59999999999
7851,M,300.3,311.7,1447,36.8,0,0,No Failure,11.399999999999977,53249.6
7852,L,300.4,311.7,1373,47.2,3,0,No Failure,11.300000000000011,64805.600000000006
7853,L,300.3,311.7,1515,37.5,5,0,No Failure,11.399999999999977,56812.5
7854,L,300.3,311.7,1317,56.5,7,0,No Failure,11.399999999999977,74410.5
7855,L,300.3,311.8,1551,37.2,9,0,No Failure,11.5,57697.200000000004
7856,M,300.3,311.8,1592,32.1,11,0,No Failure,11.5,51103.200000000004
7857,L,300.4,311.8,1433,42.2,14,0,No Failure,11.400000000000034,60472.600000000006
7858,L,300.5,311.9,1432,43.1,16,0,No Failure,11.399999999999977,61719.200000000004
7859,L,300.5,311.9,1350,51.7,18,0,No Failure,11.399999999999977,69795.0
7860,M,300.5,311.9,1370,44.8,20,0,No Failure,11.399999999999977,61375.99999999999
7861,L,300.5,312.0,1415,44.6,23,0,No Failure,11.5,63109.0
7862,L,300.5,312.0,1498,42.9,25,0,No Failure,11.5,64264.2
7863,M,300.5,312.0,1382,54.1,27,0,No Failure,11.5,74766.2
7864,M,300.5,311.9,1511,44.5,30,0,No Failure,11.399999999999977,67239.5
7865,L,300.5,311.9,1330,59.5,33,0,No Failure,11.399999999999977,79135.0
7866,L,300.5,311.9,1383,50.5,35,0,No Failure,11.399999999999977,69841.5
7867,L,300.5,311.9,1431,49.4,37,0,No Failure,11.399999999999977,70691.4
7868,L,300.5,312.0,1461,38.1,39,0,No Failure,11.5,55664.1
7869,H,300.4,311.9,1438,46.7,41,0,Random Failures,11.5,67154.6
7870,M,300.5,312.0,1779,27.7,46,0,No Failure,11.5,49278.299999999996
7871,M,300.6,312.1,1293,52.3,49,0,No Failure,11.5,67623.9
7872,L,300.6,312.2,1308,54.7,52,0,No Failure,11.599999999999966,71547.6
7873,L,300.6,312.3,1532,37.2,54,0,No Failure,11.699999999999989,56990.4
7874,L,300.7,312.4,1470,38.6,56,0,No Failure,11.699999999999989,56742.0
7875,L,300.7,312.3,1548,37.9,58,0,No Failure,11.600000000000023,58669.2
7876,L,300.7,312.3,1898,24.0,60,0,No Failure,11.600000000000023,45552.0
7877,H,300.7,312.2,1335,49.0,62,0,No Failure,11.5,65415.0
7878,L,300.7,312.3,1420,53.8,67,0,No Failure,11.600000000000023,76396.0
7879,L,300.7,312.3,1418,49.0,69,0,No Failure,11.600000000000023,69482.0
7880,M,300.8,312.3,1535,40.3,71,0,No Failure,11.5,61860.49999999999
7881,H,300.7,312.4,1457,47.2,74,0,No Failure,11.699999999999989,68770.40000000001
7882,L,300.8,312.4,1493,39.1,79,0,No Failure,11.599999999999966,58376.3
7883,H,300.7,312.3,1670,27.3,81,0,No Failure,11.600000000000023,45591.0
7884,H,300.7,312.3,1446,45.4,86,0,No Failure,11.600000000000023,65648.4
7885,L,300.8,312.4,1465,59.1,91,1,Power Failure,11.599999999999966,86581.5
7886,L,300.7,312.3,1590,36.3,93,0,No Failure,11.600000000000023,57716.99999999999
7887,M,300.6,312.2,2174,18.5,95,0,No Failure,11.599999999999966,40219.0
7888,L,300.7,312.4,1590,37.9,98,0,No Failure,11.699999999999989,60261.0
7889,L,300.7,312.3,1577,33.2,100,0,No Failure,11.600000000000023,52356.4
7890,M,300.7,312.4,1371,61.7,102,0,No Failure,11.699999999999989,84590.7
7891,L,300.8,312.4,1767,25.6,105,0,No Failure,11.599999999999966,45235.200000000004
7892,L,300.8,312.5,1517,39.2,107,0,No Failure,11.699999999999989,59466.4
7893,M,300.9,312.6,1555,40.6,109,0,No Failure,11.700000000000045,63133.0
7894,L,300.9,312.7,1416,43.8,112,0,No Failure,11.800000000000011,62020.799999999996
7895,M,300.8,312.6,1588,35.6,114,0,No Failure,11.800000000000011,56532.8
7896,L,300.8,312.6,1422,50.0,117,0,No Failure,11.800000000000011,71100.0
7897,L,300.8,312.6,1376,53.6,119,0,No Failure,11.800000000000011,73753.6
7898,L,300.8,312.5,1434,50.7,121,0,No Failure,11.699999999999989,72703.8
7899,L,300.8,312.5,1423,47.3,123,0,No Failure,11.699999999999989,67307.9
7900,L,300.9,312.4,1364,52.5,125,0,No Failure,11.5,71610.0
7901,L,300.8,312.4,1825,23.8,127,0,No Failure,11.599999999999966,43435.0
7902,L,300.8,312.4,1365,44.5,129,0,No Failure,11.599999999999966,60742.5
7903,M,300.7,312.3,1430,47.2,131,0,No Failure,11.600000000000023,67496.0
7904,L,300.8,312.3,1435,44.8,134,0,No Failure,11.5,64287.99999999999
7905,M,300.8,312.4,1811,25.1,136,0,No Failure,11.599999999999966,45456.100000000006
7906,M,300.8,312.4,1465,43.7,139,0,No Failure,11.599999999999966,64020.50000000001
7907,L,300.9,312.4,1372,51.0,142,0,No Failure,11.5,69972.0
7908,L,300.8,312.3,1858,26.3,144,0,No Failure,11.5,48865.4
7909,L,300.7,312.3,1715,26.8,146,0,No Failure,11.600000000000023,45962.0
7910,L,300.7,312.2,1590,38.5,148,0,No Failure,11.5,61215.0
7911,M,300.8,312.2,1664,25.7,150,0,No Failure,11.399999999999977,42764.799999999996
7912,L,300.7,312.1,1512,36.9,153,0,No Failure,11.400000000000034,55792.799999999996
7913,L,300.7,312.1,1498,44.0,155,0,No Failure,11.400000000000034,65912.0
7914,L,300.7,312.1,1395,41.9,157,0,No Failure,11.400000000000034,58450.5
7915,H,300.7,312.1,1490,43.1,159,0,No Failure,11.400000000000034,64219.0
7916,H,300.8,312.1,1527,35.1,164,0,No Failure,11.300000000000011,53597.700000000004
7917,L,300.8,312.1,1512,37.1,169,0,No Failure,11.300000000000011,56095.200000000004
7918,L,300.9,312.1,1474,42.4,171,0,No Failure,11.200000000000045,62497.6
7919,L,300.8,312.1,1505,41.3,173,0,No Failure,11.300000000000011,62156.49999999999
7920,L,300.8,312.0,1496,40.0,175,0,No Failure,11.199999999999989,59840.0
7921,L,300.8,312.0,1382,49.3,177,0,No Failure,11.199999999999989,68132.59999999999
7922,L,300.7,311.9,1419,47.7,179,0,No Failure,11.199999999999989,67686.3
7923,L,300.7,311.9,1462,39.7,181,0,No Failure,11.199999999999989,58041.4
7924,M,300.8,312.0,1450,45.0,183,0,No Failure,11.199999999999989,65250.0
7925,H,300.7,311.9,1389,46.5,186,0,No Failure,11.199999999999989,64588.5
7926,M,300.7,311.9,1697,28.2,191,0,No Failure,11.199999999999989,47855.4
7927,L,300.7,311.9,1335,57.1,194,1,Overstrain Failure,11.199999999999989,76228.5
7928,L,300.7,311.9,1476,42.0,196,0,No Failure,11.199999999999989,61992.0
7929,L,300.6,311.7,1497,43.6,198,0,No Failure,11.099999999999966,65269.200000000004
7930,M,300.6,311.6,1669,29.2,200,0,No Failure,11.0,48734.799999999996
7931,L,300.6,311.6,1455,48.0,203,0,No Failure,11.0,69840.0
7932,L,300.7,311.7,1499,38.4,205,0,No Failure,11.0,57561.6
7933,L,300.7,311.8,1478,41.9,207,0,No Failure,11.100000000000023,61928.2
7934,L,300.8,311.8,1928,21.8,209,0,No Failure,11.0,42030.4
7935,M,300.8,311.9,1621,28.3,211,0,No Failure,11.099999999999966,45874.3
7936,M,300.8,311.9,1356,44.3,214,0,No Failure,11.099999999999966,60070.799999999996
7937,L,300.8,311.7,1490,46.4,217,0,No Failure,10.899999999999977,69136.0
7938,L,300.8,311.7,1578,31.4,219,0,No Failure,10.899999999999977,49549.2
7939,L,300.8,311.7,1681,31.3,221,0,No Failure,10.899999999999977,52615.3
7940,L,300.8,311.8,1417,43.4,223,0,No Failure,11.0,61497.799999999996
7941,M,300.7,311.7,1532,40.0,0,0,No Failure,11.0,61280.0
7942,M,300.7,311.7,1499,38.9,3,0,No Failure,11.0,58311.1
7943,L,300.8,311.7,1432,45.8,6,0,No Failure,10.899999999999977,65585.59999999999
7944,L,300.8,311.7,1753,29.0,8,0,No Failure,10.899999999999977,50837.0
7945,L,300.8,311.7,1414,49.0,10,0,No Failure,10.899999999999977,69286.0
7946,L,300.8,311.7,1655,32.2,12,0,No Failure,10.899999999999977,53291.00000000001
7947,L,300.8,311.6,1516,35.6,14,0,No Failure,10.800000000000011,53969.6
7948,L,300.8,311.7,1426,45.5,16,0,No Failure,10.899999999999977,64883.0
7949,L,300.8,311.7,1479,39.4,18,0,No Failure,10.899999999999977,58272.6
7950,M,300.7,311.5,1569,36.4,20,0,No Failure,10.800000000000011,57111.6
7951,L,300.8,311.6,1568,36.0,23,0,No Failure,10.800000000000011,56448.0
7952,M,300.9,311.8,1843,24.5,25,0,No Failure,10.900000000000034,45153.5
7953,M,300.9,311.9,1480,40.9,28,0,No Failure,11.0,60532.0
7954,L,301.0,312.0,1447,36.8,31,0,No Failure,11.0,53249.6
7955,L,301.0,311.9,1454,41.9,33,0,No Failure,10.899999999999977,60922.6
7956,M,300.9,311.9,1310,56.1,35,0,No Failure,11.0,73491.0
7957,H,300.9,311.9,1513,38.0,38,0,No Failure,11.0,57494.0
7958,H,300.9,311.9,2140,16.5,43,0,No Failure,11.0,35310.0
7959,L,301.0,312.1,1377,49.9,48,0,No Failure,11.100000000000023,68712.3
7960,L,301.0,312.1,1585,32.3,50,0,No Failure,11.100000000000023,51195.49999999999
7961,H,301.1,312.2,1491,42.6,52,0,No Failure,11.099999999999966,63516.6
7962,L,301.0,312.2,1264,59.0,57,0,No Failure,11.199999999999989,74576.0
7963,L,301.0,312.2,1372,47.0,59,0,No Failure,11.199999999999989,64484.0
7964,L,301.0,312.2,1510,39.9,61,0,No Failure,11.199999999999989,60249.0
7965,L,300.9,312.1,1423,40.2,63,0,No Failure,11.200000000000045,57204.600000000006
7966,L,301.1,312.3,1464,35.3,65,0,No Failure,11.199999999999989,51679.2
7967,L,301.0,312.2,1602,35.9,67,0,No Failure,11.199999999999989,57511.799999999996
7968,M,301.0,312.2,1629,32.6,69,0,No Failure,11.199999999999989,53105.4
7969,L,300.9,312.2,1811,23.2,72,0,No Failure,11.300000000000011,42015.2
7970,L,300.9,312.1,1711,28.8,74,0,No Failure,11.200000000000045,49276.8
7971,M,300.9,312.1,1297,48.6,76,0,No Failure,11.200000000000045,63034.200000000004
7972,L,301.0,312.1,1405,46.1,79,0,No Failure,11.100000000000023,64770.5
7973,L,301.1,312.2,1397,54.9,81,0,No Failure,11.099999999999966,76695.3
